seller_id,seller_state,seller_city,total_items_sold,total_item_sales_value,orders_handled,avg_review_score,review_count,late_delivery_rate,avg_delivery_delay_days,review_risk_rate,review_risk_flag,has_reviews,has_delivered_orders,seller_tenure_days,category_diversity,value_tier,quality_issue_rate,quality_issues,quality_eval_deliveries,has_quality_data
3442f8959a84dea7ee197c632cb2df15,SP,campinas,3,218.7,3,3.0,3,0.3333333333333333,-6.0,0.3333333333333333,False,True,True,116,1,Lower-value,,,,False
d1b65fc7debc3361ea86b5f14c68d2e2,SP,mogi guacu,41,11703.07,40,4.55,40,0.025,-15.974358974358974,0.05,False,True,True,435,3,High-value,,,,False
ce3ad9de960102d0677a81f5d0bb7b2d,RJ,rio de janeiro,1,158.0,1,5.0,1,0.0,-13.0,0.0,False,True,True,0,1,Lower-value,,,,False
c0f3eea2e14555b6faeea3dd58c1b1c3,SP,sao paulo,1,79.99,1,5.0,1,0.0,-16.0,0.0,False,True,True,0,1,Lower-value,,,,False
51a04a8a6bdcb23deccc82b0b80742cf,SP,braganca paulista,1,167.99,1,1.0,1,1.0,7.0,1.0,True,True,True,0,1,Lower-value,,,,False
c240c4061717ac1806ae6ee72be3533b,RJ,rio de janeiro,1,59.9,1,4.0,1,0.0,-15.0,0.0,False,True,True,0,1,Lower-value,,,,False
e49c26c3edfa46d227d5121a6b6e4d37,PE,brejao,36,3654.25,35,4.457142857142857,35,0.0,-19.647058823529413,0.0857142857142857,False,True,True,535,7,High-value,,,,False
1b938a7ec6ac5061a66a3766e0e75f90,SP,penapolis,33,3987.6,30,4.3,30,0.0,-14.758620689655173,0.1,False,True,True,330,6,High-value,,,,False
768a86e36ad6aae3d03ee3c6433d61df,SP,sao paulo,17,587.46,17,4.647058823529412,17,0.1176470588235294,-8.823529411764707,0.0,False,True,True,65,2,Lower-value,,,,False
ccc4bbb5f32a6ab2b7066a4130f114e3,PR,curitiba,192,74004.62,187,4.28494623655914,186,0.0641711229946524,-16.91304347826087,0.1176470588235294,False,True,True,591,2,High-value,0.53475935828877,1.0,187.0,True
8cb7c5ddf41f4d506eba76e9a4702a25,GO,anapolis,2,138.0,2,3.0,2,0.0,-12.0,0.5,False,True,True,71,1,Lower-value,,,,False
a7a9b880c49781da66651ccf4ba9ac38,SP,itirapina,4,307.6,3,3.6666666666666665,3,0.0,-12.0,0.0,False,True,True,50,1,Lower-value,,,,False
8bd0f31cf0a614c658f6763bd02dea69,SP,sao paulo,35,4455.34,33,4.28125,32,0.0303030303030303,-13.515151515151516,0.0909090909090909,False,True,True,575,3,High-value,,,,False
05a48cc8859962767935ab9087417fbb,SP,sao paulo,1,42.9,1,5.0,1,0.0,-18.0,0.0,False,True,True,0,1,Lower-value,,,,False
7b8e8ec35bad4b0ef7e3963650b0a87b,SC,tubarao,5,2244.28,5,4.8,5,0.2,-0.4,0.0,False,True,True,115,2,Lower-value,,,,False
1444c08e64d55fb3c25f0f09c07ffcf2,BA,lauro de freitas,1,2749.0,1,1.0,1,0.0,-22.0,1.0,True,True,True,0,1,Lower-value,,,,False
166e8f1381e09651983c38b1f6f91c11,SC,imbituba,2,78.8,2,5.0,2,0.0,-8.5,0.0,False,True,True,26,0,Lower-value,,,,False
e38db885400cd35c71dfd162f2c1dbcf,DF,brasilia,32,2066.8,30,4.466666666666667,30,0.1,-12.333333333333334,0.0666666666666666,False,True,True,359,1,Lower-value,,,,False
d2e753bb80b7d4faa77483ed00edc8ca,BA,porto seguro,15,1320.7,14,3.7142857142857135,14,0.0714285714285714,-15.428571428571429,0.0714285714285714,False,True,True,223,2,Lower-value,,,,False
f9ec7093df3a7b346b7bcf7864069ca3,SP,sao paulo,9,519.2,9,4.777777777777778,9,0.0,-7.666666666666667,0.0,False,True,True,52,5,Lower-value,,,,False
4e6015589b781adaa5ce7f1892d06bb1,SP,guaruja,3,684.0,3,3.6666666666666665,3,0.0,-12.666666666666666,0.0,False,True,True,103,1,Lower-value,,,,False
4cf490a58259286ada5ba8525ba9e84a,SP,tabatinga,8,1254.2,8,3.125,8,0.0,-17.857142857142858,0.375,False,True,True,253,1,Lower-value,,,,False
f7496d659ca9fdaf323c0aae84176632,SP,sao paulo,27,5087.57,26,4.576923076923077,26,0.0384615384615384,-21.08,0.0769230769230769,False,True,True,677,2,High-value,,,,False
2ff97219cb8622eaf3cd89b7d9c09824,SP,salto,96,4476.9,89,4.52808988764045,89,0.0337078651685393,-9.57471264367816,0.0337078651685393,False,True,True,189,14,High-value,,,,False
8bd0e3abda539b9479c4b44a691be1ec,RS,tres de maio,13,596.55,7,2.2857142857142856,7,0.2857142857142857,-9.833333333333334,0.5714285714285714,False,True,True,222,1,Lower-value,,,,False
2a1348e9addc1af5aaa619b1a3679d6b,MG,belo horizonte,55,2843.0,52,3.117647058823529,51,0.25,0.9791666666666666,0.3653846153846153,False,True,True,565,12,Lower-value,,,,False
2078fe5066350e7d220c0ad3a3bbc6c1,PR,arapongas,1,29.9,1,2.0,1,0.0,,1.0,True,True,False,0,1,Lower-value,,,,False
116ccb1a1604bc88e4d234a8c23f33de,SP,sao bernardo do campo,73,2004.89,61,4.639344262295082,61,0.0327868852459016,-10.262295081967212,0.0327868852459016,False,True,True,285,5,Lower-value,,,,False
430315b7bb4b6e4b3c978f9dfa9b0558,SP,sao paulo,21,3118.4,20,3.947368421052632,19,0.05,-14.421052631578949,0.2,False,True,True,208,9,Lower-value,,,,False
406822777a0b9eb5c50e442dd4cd3ec5,SP,tatui,47,3648.08,45,4.295454545454546,44,0.1111111111111111,-10.886363636363637,0.0888888888888888,False,True,True,296,2,High-value,,,,False
4dbd95a08b31ede5c82d3f861cb1ce1a,PR,curitiba,6,1304.67,6,3.5,6,0.0,-16.75,0.3333333333333333,False,True,True,177,2,Lower-value,,,,False
e9e446d01bd10a97a8ffcfc4a3a20cb2,SP,sao paulo,4,60.05,4,3.5,4,0.0,-8.333333333333334,0.25,False,True,True,33,1,Lower-value,,,,False
d52cbce9845184537284a23c3bc3da0e,SC,garopaba,4,75.0,2,5.0,2,0.0,-21.5,0.0,False,True,True,28,1,Lower-value,,,,False
d9a84e1403de8da0c3aa531d6d108ba6,SP,sao paulo,59,1425.2,54,4.518518518518518,54,0.0555555555555555,-10.320754716981131,0.074074074074074,False,True,True,186,5,Lower-value,,,,False
9c690ceacd5c66731bf443ea810195cb,MG,camanducaia,12,871.8,10,4.3,10,0.0,-18.2,0.1,False,True,True,348,2,Lower-value,,,,False
1f9ab4708f3056ede07124aad39a2554,SP,tupa,79,13602.73,78,4.077922077922078,77,0.0512820512820512,-13.407894736842104,0.0769230769230769,False,True,True,490,1,High-value,,,,False
1961c3e1272bfeceb05d0b78b5bbfdaf,SP,guarulhos,4,896.0,3,3.333333333333333,3,0.0,-7.5,0.3333333333333333,False,True,True,20,1,Lower-value,,,,False
d3e7d37c0df9aef383f3f2a15b0dddfb,PR,sao jose dos pinhais,1,161.0,1,5.0,1,0.0,-24.0,0.0,False,True,True,0,1,Lower-value,,,,False
ec2e006556300a79a5a91e4876ab3a56,SP,sao paulo,8,125.2,4,1.25,4,0.25,1.0,1.0,True,True,True,193,2,Lower-value,,,,False
b2a6d334e2833acea353624840e25a0e,SP,sao paulo,26,1650.98,25,4.48,25,0.0,-17.0,0.08,False,True,True,303,4,Lower-value,,,,False
d3674f271c91f824f82d24d92011f669,DF,brasilia,20,1718.3,20,4.1,20,0.1,-11.4,0.15,False,True,True,401,2,Lower-value,,,,False
768de2a4fc06aacecb9a586ccc30746a,DF,brasilia,14,475.6,14,4.428571428571429,14,0.0,-12.461538461538462,0.0714285714285714,False,True,True,282,2,Lower-value,,,,False
a81466620e46a6970b22ef40379fdfc9,SC,sao ludgero,2,321.8,2,5.0,2,0.0,-17.0,0.0,False,True,True,2,1,Lower-value,,,,False
5c030029b5916fed0986310385ec9009,SC,sao jose,10,4164.4,7,4.857142857142857,7,0.0,-19.428571428571427,0.0,False,True,True,68,1,High-value,,,,False
c0f783394e37cd9c9d7f5f81141450fa,SP,piracicaba,6,249.4,6,3.6,5,0.0,-13.166666666666666,0.1666666666666666,False,True,True,33,0,Lower-value,,,,False
c353f8fc0ce8344999f17d578eb69a5e,RS,porto alegre,2,175.98,2,5.0,2,0.0,-33.5,0.0,False,True,True,14,1,Lower-value,,,,False
8444e55c1f13cd5c179851e5ca5ebd00,MG,congonhal,109,22873.21,99,3.2626262626262625,99,0.0606060606060606,-22.55434782608696,0.3535353535353535,False,True,True,478,12,High-value,,,,False
28a26ebce31d5918b181ede016fd693b,MG,belo horizonte,1,29.9,1,5.0,1,0.0,-10.0,0.0,False,True,True,0,1,Lower-value,,,,False
41ab63a91b8b264e8c8780368bf1dd5b,MG,belo horizonte,13,2571.95,12,4.25,12,0.0,-23.08333333333333,0.1666666666666666,False,True,True,279,7,Lower-value,,,,False
8759e7aedd644f487315e5860962f162,SP,santo andre,3,627.0,3,3.6666666666666665,3,0.3333333333333333,4.666666666666667,0.3333333333333333,False,True,True,29,1,Lower-value,,,,False
e546117ed9cafbc40239c0c78635c584,SP,sao paulo,2,456.0,2,4.5,2,0.0,-10.0,0.0,False,True,True,122,1,Lower-value,,,,False
d71d863e5ef30d94e440c11be17dcd8f,SP,osasco,36,11900.9,29,2.9615384615384617,26,0.1034482758620689,-9.91304347826087,0.4137931034482758,False,True,True,215,5,High-value,,,,False
0c7533c71df861ec58ad7ff999ed0e8d,SP,valinhos,73,2989.3,61,4.147540983606557,61,0.0491803278688524,-10.131147540983608,0.1475409836065573,False,True,True,381,1,Lower-value,,,,False
ef990a83bbea832f36ebe81376335aa8,SC,joinville,44,4642.59,43,3.627906976744186,43,0.2093023255813953,-8.465116279069768,0.2558139534883721,False,True,True,257,2,High-value,,,,False
41e0fa5761c886a630994a55c12087e7,SP,guaruja,5,423.6,5,5.0,5,0.0,-19.6,0.0,False,True,True,72,1,Lower-value,,,,False
0747d5bb69f0586cc869d8af4c50f93e,RJ,saquarema,15,346.6,14,3.357142857142857,14,0.0714285714285714,-15.583333333333334,0.3571428571428571,False,True,True,262,2,Lower-value,,,,False
7d294cf9a6a69dc6a0c3e540fff0e039,SC,barra velha,5,257.25,5,4.4,5,0.0,-17.8,0.0,False,True,True,86,1,Lower-value,,,,False
c89cf7c468a48af70aada384e722f9e2,RJ,petropolis,14,745.0,14,4.0,13,0.0714285714285714,-10.214285714285714,0.1428571428571428,False,True,True,424,1,Lower-value,,,,False
b7ba853e9551f4558440881fd3e5c815,RS,santo antonio da patrulha,2,376.8,2,1.0,2,0.0,-26.0,1.0,True,True,True,2,2,Lower-value,,,,False
13c2ed7698b3ca92dad49e849219da59,PR,ponta grossa,9,498.61,8,4.375,8,0.0,-10.0,0.125,False,True,True,210,1,Lower-value,,,,False
cbbd5ae8f53de5f5097cd8217b529e24,SP,santana de parnaiba,2,351.8,2,2.5,2,0.0,-18.0,0.5,False,True,True,1,1,Lower-value,,,,False
02ecc2a19303f05e59ce133fd923fff7,SP,santo andre,24,5264.19,21,4.619047619047619,21,0.0,-14.952380952380953,0.0476190476190476,False,True,True,429,3,High-value,,,,False
c013e57c075a06e5b5c48ee03c525719,SP,sao carlos,45,1971.55,42,4.238095238095238,42,0.0476190476190476,-11.761904761904765,0.0952380952380952,False,True,True,180,1,Lower-value,,,,False
55f7a3319d80f7fdf078b8f03e6725fe,SP,osasco,22,3013.78,22,3.772727272727273,22,0.0454545454545454,-6.5,0.1818181818181818,False,True,True,51,2,Lower-value,,,,False
2d50d6282f8aa2257819a77bfaa0efe0,SP,ibitinga,45,3353.48,44,3.704545454545455,44,0.0909090909090909,-10.428571428571429,0.2272727272727272,False,True,True,345,3,High-value,,,,False
b7e1750c1157341d2abd0251e07c186b,SP,sao paulo,4,159.6,3,4.333333333333333,3,0.0,-18.33333333333333,0.0,False,True,True,65,2,Lower-value,,,,False
b90e891671cffd9557f33a97dc523645,PR,sao jose dos pinhais,39,4449.0,34,4.323529411764706,34,0.0,-16.029411764705884,0.088235294117647,False,True,True,369,2,High-value,,,,False
a416b6a846a11724393025641d4edd5e,SP,sao paulo,181,25670.72,162,4.154320987654321,162,0.1049382716049382,-10.248407643312104,0.1543209876543209,False,True,True,572,2,High-value,1.2345679012345678,2.0,162.0,True
7e93a43ef30c4f03f38b393420bc753a,SP,barueri,340,176431.87,336,4.214925373134329,335,0.0446428571428571,-12.20689655172414,0.119047619047619,False,True,True,643,8,High-value,2.083333333333333,7.0,336.0,True
5206cc4bc2297c833e6061c49bf9c43f,SP,osasco,1,35.0,1,1.0,1,0.0,,1.0,True,True,False,0,1,Lower-value,,,,False
f410c8873029fcc3809b9df6d0b28914,SP,caxias do sul,2,289.8,2,5.0,2,0.0,-7.5,0.0,False,True,True,11,1,Lower-value,,,,False
ef506c96320abeedfb894c34db06f478,SP,sao paulo,340,9771.43,324,3.931464174454829,321,0.0771604938271604,-11.091772151898734,0.1697530864197531,False,True,True,575,4,High-value,2.7777777777777777,9.0,324.0,True
a13aaf2d2886ab9fb30fb9a920160b8f,SC,joinville,4,1011.52,4,4.5,4,0.25,-6.5,0.0,False,True,True,10,1,Lower-value,,,,False
7299e27ed73d2ad986de7f7c77d919fa,MG,araguari,361,34725.43,338,4.420118343195266,338,0.0414201183431952,-12.537313432835822,0.0680473372781065,False,True,True,530,13,High-value,0.591715976331361,2.0,338.0,True
8a9260f2b0340411d6d2a56bcf4f7378,MG,contagem,9,1256.0,8,4.75,8,0.0,-10.5,0.0,False,True,True,181,4,Lower-value,,,,False
dedcab67899479e4ea5dcc4eba47f587,SC,jaragua do sul,2,84.0,2,4.5,2,0.0,-5.0,0.0,False,True,True,67,1,Lower-value,,,,False
b2479f944e1b90cf8a5de1bbfde284d6,SP,ibitinga,131,4752.51,103,3.42156862745098,102,0.116504854368932,-8.227722772277227,0.3106796116504854,False,True,True,219,3,High-value,0.9708737864077669,1.0,103.0,True
7722b1df1b0e383e000397b2c11e3e19,SP,sao bernardo do campo,145,7094.09,134,4.225563909774436,133,0.0298507462686567,-11.992481203007518,0.1119402985074626,False,True,True,585,8,High-value,2.9850746268656714,4.0,134.0,True
731ef20c231d9a7103a425e83fd91271,SC,lages - sc,3,1692.0,2,3.5,2,0.0,-15.5,0.0,False,True,True,0,1,Lower-value,,,,False
78813699ffac347fe27dba345a5f1551,RS,bento goncalves,1,152.42,1,5.0,1,0.0,-29.0,0.0,False,True,True,0,1,Lower-value,,,,False
3296662b1331dea51e744505065ae889,SP,catanduva,1,517.8,1,5.0,1,0.0,-11.0,0.0,False,True,True,0,1,Lower-value,,,,False
411f3b52d857390502ee4e4d5ceabc2d,SP,ribeirao pires,30,1804.01,21,4.105263157894737,19,0.0952380952380952,-6.666666666666667,0.1428571428571428,False,True,True,134,4,Lower-value,,,,False
bba3293d6f5d5af2f415e004e8b93ae3,SP,sao paulo,17,11702.1,17,4.294117647058823,17,0.0588235294117647,-9.0,0.1176470588235294,False,True,True,293,2,High-value,,,,False
4e7c18b98d84e05cbae3ff0ff03846c2,SP,jaboticabal,89,9177.9,82,4.160493827160494,81,0.0365853658536585,-13.296296296296296,0.1829268292682926,False,True,True,522,4,High-value,,,,False
b56906f7fd1696e043f1bcce164c487b,SP,echapora,42,2148.49,40,4.0,40,0.05,-14.675,0.2,False,True,True,670,2,Lower-value,,,,False
d650b663c3b5f6fb392b6326366efa9a,SP,cotia,60,19242.9,60,4.2,60,0.05,-11.63157894736842,0.1166666666666666,False,True,True,253,2,High-value,,,,False
669ae81880e08f269a64487cfb287169,SC,rio do sul,186,13248.87,162,4.24223602484472,161,0.0432098765432098,-13.919254658385093,0.1234567901234567,False,True,True,564,3,High-value,0.0,0.0,162.0,True
c2d70ce2c5d0a2eb75e78668236e6dc8,SP,sao paulo,15,2470.9,13,4.615384615384615,13,0.0,-12.923076923076923,0.0,False,True,True,339,1,Lower-value,,,,False
674207551483fec113276b67b0d871ff,SP,sorocaba,1,119.9,1,5.0,1,0.0,-11.0,0.0,False,True,True,0,1,Lower-value,,,,False
abe42c5d03695b4257b5c6cbf4e6784e,RJ,rio de janeiro,50,17159.0,50,3.918367346938776,49,0.16,-9.346938775510203,0.18,False,True,True,338,2,High-value,,,,False
1996942dc085d7773ba77a529b163cd0,SP,pradopolis,10,2943.51,10,3.9,10,0.0,-18.77777777777778,0.2,False,True,True,78,3,Lower-value,,,,False
79b93a308a97792cf53ac75f46da00b5,RJ,rio de janeiro,1,99.9,1,5.0,1,0.0,-3.0,0.0,False,True,True,0,1,Lower-value,,,,False
7cf4ea70955b00d6b3c22542598e2715,SP,sao paulo,1,189.9,1,5.0,1,0.0,-11.0,0.0,False,True,True,0,1,Lower-value,,,,False
63ffcb71394dd8ea3872ed9ffda17c74,RJ,itaborai,17,399.0,17,3.176470588235294,17,0.0588235294117647,-11.058823529411764,0.2941176470588235,False,True,True,174,1,Lower-value,,,,False
83353a83fd769dfafa4f21a72b15e3e5,SP,sao paulo,5,579.5,5,3.8,5,0.2,-8.8,0.2,False,True,True,260,1,Lower-value,,,,False
cda598c48d7c614bc1cad7d8ff6f0010,SP,mirassol,18,1118.6,17,4.0588235294117645,17,0.0,-13.882352941176473,0.0588235294117647,False,True,True,150,4,Lower-value,,,,False
d4910f1cdcfdabd48d6b316e395d4a23,SP,santo andre,12,1146.88,11,4.909090909090909,11,0.0,-9.0,0.0,False,True,True,18,1,Lower-value,,,,False
709e16e2b25c7474d980076c6bfc4806,SP,birigui,80,5151.9,60,4.516666666666667,60,0.0333333333333333,-12.933333333333334,0.0166666666666666,False,True,True,315,5,High-value,,,,False
9dc79dd988ac42f4d56c340d7048420a,SP,sao paulo,4,749.6,4,4.75,4,0.0,-10.0,0.0,False,True,True,18,1,Lower-value,,,,False
276677b5d08786d5dce7c2149dcce48b,MG,belo horizonte,47,3522.0,33,3.909090909090909,33,0.0606060606060606,-8.838709677419354,0.2121212121212121,False,True,True,192,6,High-value,,,,False
9c4d31c7e46ab03a43fc06e3142afd4e,RJ,rio de janeiro,2,1218.9,2,4.5,2,0.0,-8.0,0.0,False,True,True,6,1,Lower-value,,,,False
512d298ac2a96d1931b6bd30aa21f61d,RJ,rio de janeiro,12,7401.94,11,4.2727272727272725,11,0.0,-15.272727272727272,0.1818181818181818,False,True,True,212,3,High-value,,,,False
422be4cc81a457fdb46f47edeb968ae5,SP,ibitinga,1,239.9,1,5.0,1,0.0,-21.0,0.0,False,True,True,0,1,Lower-value,,,,False
99cd94252748d2bdde08e17858233602,SP,sao paulo,2,159.8,2,4.5,2,0.0,-17.5,0.0,False,True,True,1,1,Lower-value,,,,False
698624c6632eeba1774924dbea24c700,SP,sao paulo,1,19.9,1,5.0,1,0.0,-11.0,0.0,False,True,True,0,0,Lower-value,,,,False
8bb48dc19fccaa8613b6229bf7f452a2,SP,assis,95,4190.72,82,4.414634146341464,82,0.024390243902439,-13.353658536585366,0.0853658536585365,False,True,True,278,4,High-value,,,,False
ad87df7699e83b8a91822a4a0b765c3a,SP,jaguariuna,7,349.9,6,3.8333333333333335,6,0.0,-16.8,0.0,False,True,True,96,2,Lower-value,,,,False
d6b664fa0667064c6d76394e7848d790,SP,araraquara,6,6080.0,6,4.833333333333333,6,0.0,-15.333333333333334,0.0,False,True,True,377,1,High-value,,,,False
98f52e1020fe788c10c0418de4393fec,RJ,macae,1,21.6,1,4.0,1,0.0,-13.0,0.0,False,True,True,0,1,Lower-value,,,,False
62760d278921b5f352461620d68a9cee,SP,salto,3,397.0,3,3.6666666666666665,3,0.3333333333333333,-14.333333333333334,0.3333333333333333,False,True,True,8,1,Lower-value,,,,False
eb72802c83dc7547529c9546d1a9b8ef,SP,rio claro,8,1063.92,8,4.625,8,0.0,-11.5,0.125,False,True,True,80,6,Lower-value,,,,False
3f9be91358837bff69df67edfa3e42e8,PR,londrina,7,569.7,7,4.428571428571429,7,0.0,-19.142857142857142,0.1428571428571428,False,True,True,43,1,Lower-value,,,,False
1d4587203296c8f4ad134dc286fa6db0,SP,sao paulo,43,2323.3,42,4.285714285714286,42,0.0238095238095238,-11.2,0.0952380952380952,False,True,True,255,1,Lower-value,,,,False
791cfcfe22fe4a771ece27f90017da92,SP,ribeirao preto,2,596.26,2,1.5,2,0.5,5.0,1.0,True,True,True,104,1,Lower-value,,,,False
